AIRPORT,Year,Month,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,TOTAL,INBOUND,OUTBOUND,Passengers
SYDNEY,2019,2,1041047.00,1041948.00,2082995.00,707952.00,612960.00,1320912.00,1748999.00,1654908.00,3403907.00
SYDNEY,2019,3,1168035.00,1163665.00,2331700.00,656438.00,672111.00,1328549.00,1824473.00,1835776.00,3660249.00
SYDNEY,2019,4,1143091.00,1140011.00,2283102.00,681293.00,719809.00,1401102.00,1824384.00,1859820.00,3684204.00
SYDNEY,2019,5,1112636.00,1105077.00,2217713.00,641103.00,658543.00,1299646.00,1753739.00,1763620.00,3517359.00
SYDNEY,2019,6,1056674.00,1037459.00,2094133.00,609046.00,697055.00,1306101.00,1665720.00,1734514.00,3400234.00
SYDNEY,2019,7,1179466.00,1208057.00,2387523.00,758328.00,692756.00,1451084.00,1937794.00,1900813.00,3838607.00
SYDNEY,2019,8,1154302.00,1141216.00,2295518.00,688054.00,695834.00,1383888.00,1842356.00,1837050.00,3679406.00
SYDNEY,2019,9,1138830.00,1146456.00,2285286.00,668842.00,689778.00,1358620.00,1807672.00,1836234.00,3643906.00
SYDNEY,2019,10,1276535.00,1267353.00,2543888.00,759129.00,665258.00,1424387.00,2035664.00,1932611.00,3968275.00
SYDNEY,2019,11,1190189.00,1188233.00,2378422.00,677641.00,682256.00,1359897.00,1867830.00,1870489.00,3738319.00
SYDNEY,2019,12,1167955.00,1180842.00,2348797.00,728207.00,871647.00,1599854.00,1896162.00,2052489.00,3948651.00
SYDNEY,2020,1,1142353.00,1131604.00,2273957.00,877231.00,775800.00,1653031.00,2019584.00,1907404.00,3926988.00
SYDNEY,2020,2,1003957.00,983714.00,1987671.00,595097.00,506896.00,1101993.00,1599054.00,1490610.00,3089664.00
SYDNEY,2020,3,657237.00,661525.00,1318762.00,341102.00,344459.00,685561.00,998339.00,1005984.00,2004323.00
SYDNEY,2020,4,28082.00,20096.00,48178.00,7751.00,33619.00,41370.00,35833.00,53715.00,89548.00
SYDNEY,2020,5,33504.00,28774.00,62278.00,10119.00,20218.00,30337.00,43623.00,48992.00,92615.00
SYDNEY,2020,6,74605.00,65547.00,140152.00,12537.00,21934.00,34471.00,87142.00,87481.00,174623.00
SYDNEY,2020,7,134227.00,140497.00,274724.00,12877.00,29798.00,42675.00,147104.00,170295.00,317399.00
SYDNEY,2020,8,55176.00,35022.00,90198.00,9825.00,28770.00,38595.00,65001.00,63792.00,128793.00
SYDNEY,2020,9,51249.00,45899.00,97148.00,10035.00,24897.00,34932.00,61284.00,70796.00,132080.00
SYDNEY,2020,10,96350.00,89142.00,185492.00,13108.00,23983.00,37091.00,109458.00,113125.00,222583.00
SYDNEY,2020,11,158324.00,148823.00,307147.00,15900.00,24368.00,40268.00,174224.00,173191.00,347415.00
SYDNEY,2020,12,322699.00,336374.00,659073.00,16152.00,26436.00,42588.00,338851.00,362810.00,701661.00
SYDNEY,2021,1,114029.00,82773.00,196802.00,11032.00,20684.00,31716.00,125061.00,103457.00,228518.00
SYDNEY,2021,2,292959.00,302746.00,595705.00,9983.00,14635.00,24618.00,302942.00,317381.00,620323.00
SYDNEY,2021,3,556632.00,564536.00,1121168.00,13957.00,15381.00,29338.00,570589.00,579917.00,1150506.00
SYDNEY,2021,4,750556.00,738789.00,1489345.00,21742.00,27003.00,48745.00,772298.00,765792.00,1538090.00
SYDNEY,2021,5,676101.00,671249.00,1347350.00,41234.00,42708.00,83942.00,717335.00,713957.00,1431292.00
SYDNEY,2021,6,453658.00,451817.00,905475.00,39699.00,40536.00,80235.00,493357.00,492353.00,985710.00
SYDNEY,2021,7,40553.00,27111.00,67664.00,12380.00,19811.00,32191.00,52933.00,46922.00,99855.00
SYDNEY,2021,8,13222.00,11544.00,24766.00,7955.00,18448.00,26403.00,21177.00,29992.00,51169.00
SYDNEY,2021,9,12745.00,9916.00,22661.00,4410.00,14062.00,18472.00,17155.00,23978.00,41133.00
SYDNEY,2021,10,25530.00,19808.00,45338.00,3662.00,15753.00,19415.00,29192.00,35561.00,64753.00
SYDNEY,2021,11,205713.00,200654.00,406367.00,42178.00,49870.00,92048.00,247891.00,250524.00,498415.00
SYDNEY,2021,12,454384.00,494734.00,949118.00,112764.00,129642.00,242406.00,567148.00,624376.00,1191524.00
SYDNEY,2022,1,485546.00,464651.00,950197.00,153721.00,103167.00,256888.00,639267.00,567818.00,1207085.00
SYDNEY,2022,2,494968.00,506011.00,1000979.00,134032.00,88762.00,222794.00,629000.00,594773.00,1223773.00
SYDNEY,2022,3,749213.00,751972.00,1501185.00,177024.00,160206.00,337230.00,926237.00,912178.00,1838415.00
SYDNEY,2022,4,971618.00,965691.00,1937309.00,259434.00,279098.00,538532.00,1231052.00,1244789.00,2475841.00
SYDNEY,2022,5,917829.00,913466.00,1831295.00,287411.00,289660.00,577071.00,1205240.00,1203126.00,2408366.00
SYDNEY,2022,6,939255.00,934024.00,1873279.00,319268.00,376620.00,695888.00,1258523.00,1310644.00,2569167.00
SYDNEY,2022,7,991750.00,998766.00,1990516.00,449878.00,404429.00,854307.00,1441628.00,1403195.00,2844823.00
SYDNEY,2022,8,934771.00,926384.00,1861155.00,420285.00,385639.00,805924.00,1355056.00,1312023.00,2667079.00
SYDNEY,2022,9,962376.00,987040.00,1949416.00,433437.00,429297.00,862734.00,1395813.00,1416337.00,2812150.00
SYDNEY,2022,10,1037067.00,1008502.00,2045569.00,491670.00,415469.00,907139.00,1528737.00,1423971.00,2952708.00
SYDNEY,2022,11,1002829.00,992588.00,1995417.00,484849.00,489552.00,974401.00,1487678.00,1482140.00,2969818.00
SYDNEY,2022,12,964858.00,971746.00,1936604.00,529261.00,621131.00,1150392.00,1494119.00,1592877.00,3086996.00
SYDNEY,2023,1,948915.00,939497.00,1888412.00,671268.00,574067.00,1245335.00,1620183.00,1513564.00,3133747.00
SYDNEY,2023,2,861434.00,863783.00,1725217.00,566934.00,453954.00,1020888.00,1428368.00,1317737.00,2746105.00
SYDNEY,2023,3,1031011.00,1047451.00,2078462.00,551400.00,551878.00,1103278.00,1582411.00,1599329.00,3181740.00
SYDNEY,2023,4,989792.00,971078.00,1960870.00,560311.00,570535.00,1130846.00,1550103.00,1541613.00,3091716.00
SYDNEY,2023,5,966916.00,964192.00,1931108.00,534733.00,553471.00,1088204.00,1501649.00,1517663.00,3019312.00
SYDNEY,2023,6,953000.00,941898.00,1894898.00,543365.00,626860.00,1170225.00,1496365.00,1568758.00,3065123.00
SYDNEY,2023,7,1025041.00,1047334.00,2072375.00,705713.00,602013.00,1307726.00,1730754.00,1649347.00,3380101.00
SYDNEY,2023,8,1017021.00,1001240.00,2018261.00,624566.00,612723.00,1237289.00,1641587.00,1613963.00,3255550.00
SYDNEY,2023,9,1035511.00,1058562.00,2094073.00,638554.00,640991.00,1279545.00,1674065.00,1699553.00,3373618.00
SYDNEY,2023,10,1106033.00,1077919.00,2183952.00,695855.00,594999.00,1290854.00,1801888.00,1672918.00,3474806.00
SYDNEY,2023,11,1080530.00,1067998.00,2148528.00,624043.00,641640.00,1265683.00,1704573.00,1709638.00,3414211.00
SYDNEY,2023,12,1039226.00,1043350.00,2082576.00,680443.00,818725.00,1499168.00,1719669.00,1862075.00,3581744.00
SYDNEY,2024,1,1015444.00,1015279.00,2030723.00,853678.00,701745.00,1555423.00,1869122.00,1717024.00,3586146.00
SYDNEY,2024,2,999591.00,991141.00,1990732.00,708756.00,597237.00,1305993.00,1708347.00,1588378.00,3296725.00
SYDNEY,2024,3,1069650.00,1063723.00,2133373.00,633865.00,672069.00,1305934.00,1703515.00,1735792.00,3439307.00
SYDNEY,2024,4,1020395.00,1027326.00,2047721.00,646591.00,663606.00,1310197.00,1666986.00,1690932.00,3357918.00
SYDNEY,2024,5,1010450.00,996124.00,2006574.00,599358.00,617617.00,1216975.00,1609808.00,1613741.00,3223549.00
SYDNEY,2024,6,969690.00,941819.00,1911509.00,589647.00,683744.00,1273391.00,1559337.00,1625563.00,3184900.00
SYDNEY,2024,7,1046005.00,1085587.00,2131592.00,746729.00,648790.00,1395519.00,1792734.00,1734377.00,3527111.00
SYDNEY,2024,8,1043441.00,1026873.00,2070314.00,641894.00,658433.00,1300327.00,1685335.00,1685306.00,3370641.00
SYDNEY,2024,9,1041837.00,1049191.00,2091028.00,668361.00,694792.00,1363153.00,1710198.00,1743983.00,3454181.00
SYDNEY,2024,10,1161905.00,1144870.00,2306775.00,753747.00,655141.00,1408888.00,1915652.00,1800011.00,3715663.00
SYDNEY,2024,11,1092224.00,1084473.00,2176697.00,668969.00,699082.00,1368051.00,1761193.00,1783555.00,3544748.00
SYDNEY,2024,12,1076107.00,1083747.00,2159854.00,720211.00,879579.00,1599790.00,1796318.00,1963326.00,3759644.00
SYDNEY,2025,1,1065796.00,1070652.00,2136448.00,912257.00,789368.00,1701625.00,1978053.00,1860020.00,3838073.00
SYDNEY,2025,2,948000.00,928841.00,1876841.00,730795.00,590082.00,1320877.00,1678795.00,1518923.00,3197718.00
SYDNEY,2025,3,1029027.00,1032150.00,2061177.00,655331.00,659931.00,1315262.00,1684358.00,1692081.00,3376439.00
SYDNEY,2025,4,1063493.00,1067978.00,2131471.00,670335.00,720564.00,1390899.00,1733828.00,1788542.00,3522370.00
SYDNEY,2025,5,1021289.00,1011431.00,2032720.00,640137.00,648323.00,1288460.00,1661426.00,1659754.00,3321180.00
SYDNEY,2025,6,962779.00,956845.00,1919624.00,610293.00,688177.00,1298470.00,1573072.00,1645022.00,3218094.00
TOWNSVILLE,2009,1,54834.00,51765.00,106599.00,0.00,0.00,0.00,54834.00,51765.00,106599.00
TOWNSVILLE,2009,2,46833.00,47178.00,94011.00,0.00,0.00,0.00,46833.00,47178.00,94011.00
TOWNSVILLE,2009,3,56789.00,56637.00,113426.00,0.00,0.00,0.00,56789.00,56637.00,113426.00
TOWNSVILLE,2009,4,61354.00,60487.00,121841.00,0.00,0.00,0.00,61354.00,60487.00,121841.00
TOWNSVILLE,2009,5,64684.00,63709.00,128393.00,0.00,0.00,0.00,64684.00,63709.00,128393.00
TOWNSVILLE,2009,6,63939.00,62856.00,126795.00,0.00,0.00,0.00,63939.00,62856.00,126795.00
TOWNSVILLE,2009,7,72573.00,70681.00,143254.00,0.00,0.00,0.00,72573.00,70681.00,143254.00
TOWNSVILLE,2009,8,67166.00,66240.00,133406.00,0.00,0.00,0.00,67166.00,66240.00,133406.00
TOWNSVILLE,2009,9,64553.00,65331.00,129884.00,0.00,0.00,0.00,64553.00,65331.00,129884.00
TOWNSVILLE,2009,10,67100.00,66383.00,133483.00,0.00,0.00,0.00,67100.00,66383.00,133483.00
TOWNSVILLE,2009,11,62942.00,62726.00,125668.00,0.00,0.00,0.00,62942.00,62726.00,125668.00
TOWNSVILLE,2009,12,61371.00,64099.00,125470.00,0.00,0.00,0.00,61371.00,64099.00,125470.00
TOWNSVILLE,2010,1,57683.00,54094.00,111777.00,0.00,0.00,0.00,57683.00,54094.00,111777.00
TOWNSVILLE,2010,2,54481.00,54482.00,108963.00,0.00,0.00,0.00,54481.00,54482.00,108963.00
TOWNSVILLE,2010,3,61328.00,59317.00,120645.00,0.00,0.00,0.00,61328.00,59317.00,120645.00
TOWNSVILLE,2010,4,63419.00,62319.00,125738.00,0.00,0.00,0.00,63419.00,62319.00,125738.00
TOWNSVILLE,2010,5,63472.00,62951.00,126423.00,0.00,0.00,0.00,63472.00,62951.00,126423.00
TOWNSVILLE,2010,6,66906.00,66752.00,133658.00,0.00,0.00,0.00,66906.00,66752.00,133658.00
TOWNSVILLE,2010,7,74752.00,73971.00,148723.00,0.00,0.00,0.00,74752.00,73971.00,148723.00
TOWNSVILLE,2010,8,73506.00,72594.00,146100.00,0.00,0.00,0.00,73506.00,72594.00,146100.00
TOWNSVILLE,2010,9,71311.00,73482.00,144793.00,0.00,0.00,0.00,71311.00,73482.00,144793.00
TOWNSVILLE,2010,10,72820.00,73249.00,146069.00,0.00,0.00,0.00,72820.00,73249.00,146069.00
TOWNSVILLE,2010,11,65417.00,67350.00,132767.00,0.00,0.00,0.00,65417.00,67350.00,132767.00
TOWNSVILLE,2010,12,68741.00,74353.00,143094.00,432.00,882.00,1314.00,69173.00,75235.00,144408.00
TOWNSVILLE,2011,1,63002.00,56390.00,119392.00,1124.00,818.00,1942.00,64126.00,57208.00,121334.00
TOWNSVILLE,2011,2,52145.00,51796.00,103941.00,567.00,593.00,1160.00,52712.00,52389.00,105101.00
TOWNSVILLE,2011,3,66595.00,67266.00,133861.00,537.00,617.00,1154.00,67132.00,67883.00,135015.00
TOWNSVILLE,2011,4,67086.00,66172.00,133258.00,437.00,567.00,1004.00,67523.00,66739.00,134262.00
TOWNSVILLE,2011,5,68038.00,68072.00,136110.00,524.00,321.00,845.00,68562.00,68393.00,136955.00
TOWNSVILLE,2011,6,66706.00,67428.00,134134.00,355.00,399.00,754.00,67061.00,67827.00,134888.00
TOWNSVILLE,2011,7,76522.00,74194.00,150716.00,611.00,514.00,1125.00,77133.00,74708.00,151841.00
TOWNSVILLE,2011,8,70256.00,72262.00,142518.00,400.00,340.00,740.00,70656.00,72602.00,143258.00
TOWNSVILLE,2011,9,70603.00,72577.00,143180.00,476.00,290.00,766.00,71079.00,72867.00,143946.00
TOWNSVILLE,2011,10,69682.00,69745.00,139427.00,15.00,87.00,102.00,69697.00,69832.00,139529.00
TOWNSVILLE,2011,11,65601.00,67450.00,133051.00,0.00,0.00,0.00,65601.00,67450.00,133051.00
TOWNSVILLE,2011,12,66509.00,71194.00,137703.00,0.00,0.00,0.00,66509.00,71194.00,137703.00
TOWNSVILLE,2012,1,62176.00,57171.00,119347.00,0.00,0.00,0.00,62176.00,57171.00,119347.00
TOWNSVILLE,2012,2,58957.00,58549.00,117506.00,0.00,0.00,0.00,58957.00,58549.00,117506.00
TOWNSVILLE,2012,3,65382.00,67338.00,132720.00,0.00,0.00,0.00,65382.00,67338.00,132720.00
TOWNSVILLE,2012,4,67048.00,64734.00,131782.00,0.00,0.00,0.00,67048.00,64734.00,131782.00
TOWNSVILLE,2012,5,68538.00,68825.00,137363.00,0.00,0.00,0.00,68538.00,68825.00,137363.00
TOWNSVILLE,2012,6,69123.00,69402.00,138525.00,0.00,0.00,0.00,69123.00,69402.00,138525.00
TOWNSVILLE,2012,7,74222.00,72849.00,147071.00,0.00,0.00,0.00,74222.00,72849.00,147071.00
TOWNSVILLE,2012,8,68534.00,70183.00,138717.00,0.00,0.00,0.00,68534.00,70183.00,138717.00
TOWNSVILLE,2012,9,67250.00,68960.00,136210.00,0.00,0.00,0.00,67250.00,68960.00,136210.00
TOWNSVILLE,2012,10,72062.00,71252.00,143314.00,0.00,0.00,0.00,72062.00,71252.00,143314.00
TOWNSVILLE,2012,11,65396.00,67853.00,133249.00,0.00,0.00,0.00,65396.00,67853.00,133249.00
TOWNSVILLE,2012,12,64520.00,69414.00,133934.00,0.00,0.00,0.00,64520.00,69414.00,133934.00
TOWNSVILLE,2013,1,61932.00,56480.00,118412.00,0.00,0.00,0.00,61932.00,56480.00,118412.00
TOWNSVILLE,2013,2,53701.00,53918.00,107619.00,0.00,0.00,0.00,53701.00,53918.00,107619.00
TOWNSVILLE,2013,3,61612.00,61684.00,123296.00,0.00,0.00,0.00,61612.00,61684.00,123296.00
TOWNSVILLE,2013,4,64547.00,62765.00,127312.00,0.00,0.00,0.00,64547.00,62765.00,127312.00
TOWNSVILLE,2013,5,64213.00,64376.00,128589.00,0.00,0.00,0.00,64213.00,64376.00,128589.00
TOWNSVILLE,2013,6,65780.00,66216.00,131996.00,0.00,0.00,0.00,65780.00,66216.00,131996.00
TOWNSVILLE,2013,7,75176.00,72844.00,148020.00,0.00,0.00,0.00,75176.00,72844.00,148020.00
TOWNSVILLE,2013,8,67861.00,69454.00,137315.00,0.00,0.00,0.00,67861.00,69454.00,137315.00
TOWNSVILLE,2013,9,68135.00,69670.00,137805.00,0.00,0.00,0.00,68135.00,69670.00,137805.00
TOWNSVILLE,2013,10,70418.00,69925.00,140343.00,0.00,0.00,0.00,70418.00,69925.00,140343.00
TOWNSVILLE,2013,11,59143.00,61744.00,120887.00,0.00,0.00,0.00,59143.00,61744.00,120887.00
TOWNSVILLE,2013,12,65561.00,69424.00,134985.00,0.00,0.00,0.00,65561.00,69424.00,134985.00
TOWNSVILLE,2014,1,58441.00,53757.00,112198.00,0.00,0.00,0.00,58441.00,53757.00,112198.00
TOWNSVILLE,2014,2,50287.00,50424.00,100711.00,0.00,0.00,0.00,50287.00,50424.00,100711.00
TOWNSVILLE,2014,3,58520.00,57261.00,115781.00,0.00,0.00,0.00,58520.00,57261.00,115781.00
TOWNSVILLE,2014,4,60736.00,61524.00,122260.00,0.00,0.00,0.00,60736.00,61524.00,122260.00
TOWNSVILLE,2014,5,62178.00,61671.00,123849.00,0.00,0.00,0.00,62178.00,61671.00,123849.00
TOWNSVILLE,2014,6,64444.00,64334.00,128778.00,0.00,0.00,0.00,64444.00,64334.00,128778.00
TOWNSVILLE,2014,7,72058.00,70381.00,142439.00,0.00,0.00,0.00,72058.00,70381.00,142439.00
TOWNSVILLE,2014,8,65323.00,66678.00,132001.00,0.00,0.00,0.00,65323.00,66678.00,132001.00
TOWNSVILLE,2014,9,65984.00,68438.00,134422.00,0.00,0.00,0.00,65984.00,68438.00,134422.00
TOWNSVILLE,2014,10,68153.00,67986.00,136139.00,0.00,0.00,0.00,68153.00,67986.00,136139.00
TOWNSVILLE,2014,11,57638.00,59537.00,117175.00,0.00,0.00,0.00,57638.00,59537.00,117175.00
TOWNSVILLE,2014,12,64541.00,67547.00,132088.00,0.00,0.00,0.00,64541.00,67547.00,132088.00
TOWNSVILLE,2015,1,57879.00,54030.00,111909.00,0.00,0.00,0.00,57879.00,54030.00,111909.00
TOWNSVILLE,2015,2,48886.00,49553.00,98439.00,0.00,0.00,0.00,48886.00,49553.00,98439.00
TOWNSVILLE,2015,3,59989.00,58009.00,117998.00,0.00,0.00,0.00,59989.00,58009.00,117998.00
TOWNSVILLE,2015,4,61695.00,62149.00,123844.00,0.00,0.00,0.00,61695.00,62149.00,123844.00
TOWNSVILLE,2015,5,62664.00,61362.00,124026.00,0.00,0.00,0.00,62664.00,61362.00,124026.00
TOWNSVILLE,2015,6,63967.00,63610.00,127577.00,0.00,0.00,0.00,63967.00,63610.00,127577.00
TOWNSVILLE,2015,7,73303.00,71720.00,145023.00,0.00,0.00,0.00,73303.00,71720.00,145023.00
TOWNSVILLE,2015,8,64519.00,66566.00,131085.00,0.00,0.00,0.00,64519.00,66566.00,131085.00
TOWNSVILLE,2015,9,66864.00,67845.00,134709.00,1111.00,1698.00,2809.00,67975.00,69543.00,137518.00
TOWNSVILLE,2015,10,67865.00,67814.00,135679.00,1815.00,1720.00,3535.00,69680.00,69534.00,139214.00
TOWNSVILLE,2015,11,59754.00,61357.00,121111.00,348.00,881.00,1229.00,60102.00,62238.00,122340.00
TOWNSVILLE,2015,12,62377.00,66334.00,128711.00,1571.00,1979.00,3550.00,63948.00,68313.00,132261.00
TOWNSVILLE,2016,1,58001.00,53823.00,111824.00,1864.00,1370.00,0.00,59865.00,55193.00,111824.00
TOWNSVILLE,2016,2,49452.00,48711.00,98163.00,1352.00,1370.00,0.00,50804.00,50081.00,98163.00
TOWNSVILLE,2016,3,58566.00,58563.00,117129.00,1555.00,1604.00,0.00,60121.00,60167.00,117129.00
TOWNSVILLE,2016,4,61298.00,59331.00,120629.00,1417.00,1604.00,0.00,62715.00,60935.00,120629.00
TOWNSVILLE,2016,5,63397.00,62570.00,125967.00,1685.00,1933.00,0.00,65082.00,64503.00,125967.00
TOWNSVILLE,2016,6,64868.00,64899.00,129767.00,1663.00,2044.00,0.00,66531.00,66943.00,129767.00
TOWNSVILLE,2016,7,72641.00,70220.00,142861.00,1973.00,1919.00,0.00,74614.00,72139.00,142861.00
TOWNSVILLE,2016,8,64208.00,66056.00,130264.00,1609.00,1800.00,0.00,65817.00,67856.00,130264.00
TOWNSVILLE,2016,9,66576.00,68269.00,134845.00,1969.00,1734.00,0.00,68545.00,70003.00,134845.00
TOWNSVILLE,2016,10,64602.00,64935.00,129537.00,2053.00,1842.00,0.00,66655.00,66777.00,129537.00
TOWNSVILLE,2016,11,58528.00,59861.00,118389.00,1523.00,1763.00,0.00,60051.00,61624.00,118389.00
TOWNSVILLE,2016,12,61979.00,66646.00,128625.00,1746.00,2087.00,0.00,63725.00,68733.00,128625.00
TOWNSVILLE,2017,1,57767.00,53413.00,111180.00,2224.00,1623.00,0.00,59991.00,55036.00,111180.00
TOWNSVILLE,2017,2,48518.00,48312.00,96830.00,1677.00,1594.00,0.00,50195.00,49906.00,96830.00
TOWNSVILLE,2017,3,56804.00,58317.00,115121.00,1603.00,1632.00,0.00,58407.00,59949.00,115121.00
TOWNSVILLE,2017,4,64609.00,62128.00,126737.00,2025.00,2257.00,0.00,66634.00,64385.00,126737.00
TOWNSVILLE,2017,5,60639.00,61928.00,122567.00,1954.00,2370.00,0.00,62593.00,64298.00,122567.00
TOWNSVILLE,2017,6,66427.00,66254.00,132681.00,2106.00,2123.00,0.00,68533.00,68377.00,132681.00
TOWNSVILLE,2017,7,76628.00,73840.00,150468.00,2452.00,2457.00,0.00,79080.00,76297.00,150468.00
TOWNSVILLE,2017,8,69682.00,70924.00,140606.00,2373.00,2231.00,0.00,72055.00,73155.00,140606.00
TOWNSVILLE,2017,9,68660.00,71256.00,139916.00,2197.00,2368.00,0.00,70857.00,73624.00,139916.00
TOWNSVILLE,2017,10,70105.00,69779.00,139884.00,2278.00,2100.00,0.00,72383.00,71879.00,139884.00
TOWNSVILLE,2017,11,62743.00,66059.00,128802.00,1622.00,1747.00,0.00,64365.00,67806.00,128802.00
TOWNSVILLE,2017,12,65924.00,70774.00,136698.00,1467.00,2055.00,0.00,67391.00,72829.00,136698.00
TOWNSVILLE,2018,1,62969.00,57216.00,120185.00,2279.00,2327.00,0.00,65248.00,59543.00,120185.00
TOWNSVILLE,2018,2,51968.00,52403.00,104371.00,2180.00,2140.00,0.00,54148.00,54543.00,104371.00
TOWNSVILLE,2018,3,67182.00,67984.00,135166.00,1744.00,1355.00,0.00,68926.00,69339.00,135166.00
TOWNSVILLE,2018,4,63974.00,63336.00,127310.00,415.00,443.00,0.00,64389.00,63779.00,127310.00
TOWNSVILLE,2018,5,66895.00,67054.00,133949.00,263.00,284.00,0.00,67158.00,67338.00,133949.00
TOWNSVILLE,2018,6,65091.00,65021.00,130112.00,375.00,318.00,0.00,65466.00,65339.00,130112.00
TOWNSVILLE,2018,7,80489.00,78946.00,159435.00,425.00,383.00,0.00,80914.00,79329.00,159435.00
TOWNSVILLE,2018,8,72455.00,74122.00,146577.00,354.00,318.00,0.00,72809.00,74440.00,146577.00
TOWNSVILLE,2018,9,67395.00,69792.00,137187.00,252.00,332.00,0.00,67647.00,70124.00,137187.00
TOWNSVILLE,2018,10,70570.00,69634.00,140204.00,0.00,0.00,0.00,70570.00,69634.00,140204.00
TOWNSVILLE,2018,11,63340.00,65756.00,129096.00,0.00,0.00,0.00,63340.00,65756.00,129096.00
TOWNSVILLE,2018,12,63038.00,67481.00,130519.00,0.00,0.00,0.00,63038.00,67481.00,130519.00
TOWNSVILLE,2019,1,61344.00,56845.00,118189.00,0.00,0.00,0.00,61344.00,56845.00,118189.00
TOWNSVILLE,2019,2,50268.00,49998.00,100266.00,0.00,0.00,0.00,50268.00,49998.00,100266.00
TOWNSVILLE,2019,3,62804.00,63951.00,126755.00,0.00,0.00,0.00,62804.00,63951.00,126755.00
TOWNSVILLE,2019,4,67238.00,66720.00,133958.00,0.00,0.00,0.00,67238.00,66720.00,133958.00
TOWNSVILLE,2019,5,67451.00,67615.00,135066.00,0.00,0.00,0.00,67451.00,67615.00,135066.00
TOWNSVILLE,2019,6,68347.00,66772.00,135119.00,0.00,0.00,0.00,68347.00,66772.00,135119.00
TOWNSVILLE,2019,7,78060.00,76324.00,154384.00,0.00,0.00,0.00,78060.00,76324.00,154384.00
TOWNSVILLE,2019,8,72244.00,74283.00,146527.00,0.00,0.00,0.00,72244.00,74283.00,146527.00
TOWNSVILLE,2019,9,71820.00,73743.00,145563.00,0.00,0.00,0.00,71820.00,73743.00,145563.00
TOWNSVILLE,2019,10,72692.00,73110.00,145802.00,0.00,0.00,0.00,72692.00,73110.00,145802.00
TOWNSVILLE,2019,11,64379.00,66370.00,130749.00,0.00,0.00,0.00,64379.00,66370.00,130749.00
TOWNSVILLE,2019,12,67064.00,71298.00,138362.00,0.00,0.00,0.00,67064.00,71298.00,138362.00
TOWNSVILLE,2020,1,63574.00,59105.00,122679.00,0.00,0.00,0.00,63574.00,59105.00,122679.00
TOWNSVILLE,2020,2,53546.00,51590.00,105136.00,0.00,0.00,0.00,53546.00,51590.00,105136.00
TOWNSVILLE,2020,3,44037.00,43063.00,87100.00,0.00,0.00,0.00,44037.00,43063.00,87100.00
TOWNSVILLE,2020,4,3786.00,4068.00,7854.00,0.00,0.00,0.00,3786.00,4068.00,7854.00
TOWNSVILLE,2020,5,4672.00,4575.00,9247.00,0.00,0.00,0.00,4672.00,4575.00,9247.00
TOWNSVILLE,2020,6,11330.00,11590.00,22920.00,0.00,0.00,0.00,11330.00,11590.00,22920.00
TOWNSVILLE,2020,7,28925.00,27368.00,56293.00,0.00,0.00,0.00,28925.00,27368.00,56293.00
TOWNSVILLE,2020,8,27166.00,27623.00,54789.00,0.00,0.00,0.00,27166.00,27623.00,54789.00
TOWNSVILLE,2020,9,30779.00,30772.00,61551.00,0.00,0.00,0.00,30779.00,30772.00,61551.00
TOWNSVILLE,2020,10,33293.00,34139.00,67432.00,0.00,0.00,0.00,33293.00,34139.00,67432.00
TOWNSVILLE,2020,11,34426.00,34806.00,69232.00,0.00,0.00,0.00,34426.00,34806.00,69232.00
TOWNSVILLE,2020,12,46643.00,47427.00,94070.00,0.00,0.00,0.00,46643.00,47427.00,94070.00
TOWNSVILLE,2021,1,36601.00,36701.00,73302.00,0.00,0.00,0.00,36601.00,36701.00,73302.00
TOWNSVILLE,2021,2,35876.00,36302.00,72178.00,0.00,0.00,0.00,35876.00,36302.00,72178.00
TOWNSVILLE,2021,3,47197.00,46734.00,93931.00,0.00,0.00,0.00,47197.00,46734.00,93931.00
TOWNSVILLE,2021,4,54512.00,54531.00,109043.00,0.00,0.00,0.00,54512.00,54531.00,109043.00
TOWNSVILLE,2021,5,56918.00,55921.00,112839.00,0.00,0.00,0.00,56918.00,55921.00,112839.00
TOWNSVILLE,2021,6,55616.00,55914.00,111530.00,0.00,0.00,0.00,55616.00,55914.00,111530.00
TOWNSVILLE,2021,7,45465.00,45386.00,90851.00,0.00,0.00,0.00,45465.00,45386.00,90851.00
TOWNSVILLE,2021,8,28531.00,30449.00,58980.00,0.00,0.00,0.00,28531.00,30449.00,58980.00
TOWNSVILLE,2021,9,44252.00,45090.00,89342.00,0.00,0.00,0.00,44252.00,45090.00,89342.00
TOWNSVILLE,2021,10,42096.00,42471.00,84567.00,0.00,0.00,0.00,42096.00,42471.00,84567.00
TOWNSVILLE,2021,11,42950.00,43775.00,86725.00,0.00,0.00,0.00,42950.00,43775.00,86725.00
TOWNSVILLE,2021,12,52968.00,53049.00,106017.00,0.00,0.00,0.00,52968.00,53049.00,106017.00
TOWNSVILLE,2022,1,40703.00,39849.00,80552.00,0.00,0.00,0.00,40703.00,39849.00,80552.00
TOWNSVILLE,2022,2,37643.00,38041.00,75684.00,0.00,0.00,0.00,37643.00,38041.00,75684.00
TOWNSVILLE,2022,3,52878.00,53425.00,106303.00,0.00,0.00,0.00,52878.00,53425.00,106303.00
TOWNSVILLE,2022,4,67765.00,67181.00,134946.00,0.00,0.00,0.00,67765.00,67181.00,134946.00
